timestamp,src_service,dst_service,network_latency_seconds,payload_size_bytes,edge_request_rate_rps,time,src_id,dst_id,network_latency_seconds_norm,payload_size_bytes_norm,edge_request_rate_rps_norm
1779715510,checkoutservice,cartservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,2,1,0.0,0.0,0.0
1779715510,checkoutservice,currencyservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,2,3,0.0,0.0,0.0
1779715510,checkoutservice,emailservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,2,4,0.0,0.0,0.0
1779715510,checkoutservice,paymentservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,2,6,0.0,0.0,0.0
1779715510,checkoutservice,productcatalogservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,2,7,0.0,0.0,0.0
1779715510,checkoutservice,shippingservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,2,9,0.0,0.0,0.0
1779715510,frontend,adservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,0,0.0,0.0,0.0
1779715510,frontend,cartservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,1,0.0,0.0,0.0
1779715510,frontend,checkoutservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,2,0.0,0.0,0.0
1779715510,frontend,currencyservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,3,0.0,0.0,0.0
1779715510,frontend,productcatalogservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,7,0.0,0.0,0.0
1779715510,frontend,recommendationservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,8,0.0,0.0,0.0
1779715510,frontend,shippingservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,5,9,0.0,0.0,0.0
1779715510,recommendationservice,productcatalogservice,0.0,0.0,0.0,2026-05-25 13:25:10+00:00,8,7,0.0,0.0,0.0
1779715525,checkoutservice,cartservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,2,1,0.0,0.0,0.0
1779715525,checkoutservice,currencyservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,2,3,0.0,0.0,0.0
1779715525,checkoutservice,emailservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,2,4,0.0,0.0,0.0
1779715525,checkoutservice,paymentservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,2,6,0.0,0.0,0.0
1779715525,checkoutservice,productcatalogservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,2,7,0.0,0.0,0.0
1779715525,checkoutservice,shippingservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,2,9,0.0,0.0,0.0
1779715525,frontend,adservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,0,0.0,0.0,0.0
1779715525,frontend,cartservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,1,0.0,0.0,0.0
1779715525,frontend,checkoutservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,2,0.0,0.0,0.0
1779715525,frontend,currencyservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,3,0.0,0.0,0.0
1779715525,frontend,productcatalogservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,7,0.0,0.0,0.0
1779715525,frontend,recommendationservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,8,0.0,0.0,0.0
1779715525,frontend,shippingservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,5,9,0.0,0.0,0.0
1779715525,recommendationservice,productcatalogservice,0.0,0.0,0.0,2026-05-25 13:25:25+00:00,8,7,0.0,0.0,0.0
1779715540,checkoutservice,cartservice,0.0,0.0,0.0,2026-05-25 13:25:40+00:00,2,1,0.0,0.0,0.0
1779715540,checkoutservice,currencyservice,0.0,0.0,0.0,2026-05-25 13:25:40+00:00,2,3,0.0,0.0,0.0
1779715540,checkoutservice,emailservice,0.0,0.0,0.0,2026-05-25 13:25:40+00:00,2,4,0.0,0.0,0.0
