timestamp,src_service,dst_service,network_latency_seconds,payload_size_bytes,edge_request_rate_rps,edge_error_rate_ratio,time,src_id,dst_id,network_latency_seconds_norm,payload_size_bytes_norm,edge_request_rate_rps_norm,edge_error_rate_ratio_norm
1779853829,checkoutservice,cartservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,2,1,0.0,0.0,0.0,0.0
1779853829,checkoutservice,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,2,3,0.0,0.0,0.0,0.0
1779853829,checkoutservice,emailservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,2,4,0.0,0.0,0.0,0.0
1779853829,checkoutservice,paymentservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,2,6,0.0,0.0,0.0,0.0
1779853829,checkoutservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,2,7,0.0,0.0,0.0,0.0
1779853829,checkoutservice,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,2,9,0.0,0.0,0.0,0.0
1779853829,frontend,adservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,0,0.0,0.0,0.0,0.0
1779853829,frontend,cartservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,1,0.0,0.0,0.0,0.0
1779853829,frontend,checkoutservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,2,0.0,0.0,0.0,0.0
1779853829,frontend,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,3,0.0,0.0,0.0,0.0
1779853829,frontend,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,7,0.0,0.0,0.0,0.0
1779853829,frontend,recommendationservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,8,0.0,0.0,0.0,0.0
1779853829,frontend,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,5,9,0.0,0.0,0.0,0.0
1779853829,recommendationservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:29+00:00,8,7,0.0,0.0,0.0,0.0
1779853844,checkoutservice,cartservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,2,1,0.0,0.0,0.0,0.0
1779853844,checkoutservice,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,2,3,0.0,0.0,0.0,0.0
1779853844,checkoutservice,emailservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,2,4,0.0,0.0,0.0,0.0
1779853844,checkoutservice,paymentservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,2,6,0.0,0.0,0.0,0.0
1779853844,checkoutservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,2,7,0.0,0.0,0.0,0.0
1779853844,checkoutservice,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,2,9,0.0,0.0,0.0,0.0
1779853844,frontend,adservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,0,0.0,0.0,0.0,0.0
1779853844,frontend,cartservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,1,0.0,0.0,0.0,0.0
1779853844,frontend,checkoutservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,2,0.0,0.0,0.0,0.0
1779853844,frontend,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,3,0.0,0.0,0.0,0.0
1779853844,frontend,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,7,0.0,0.0,0.0,0.0
1779853844,frontend,recommendationservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,8,0.0,0.0,0.0,0.0
1779853844,frontend,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,5,9,0.0,0.0,0.0,0.0
1779853844,recommendationservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:44+00:00,8,7,0.0,0.0,0.0,0.0
1779853859,checkoutservice,cartservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:59+00:00,2,1,0.0,0.0,0.0,0.0
1779853859,checkoutservice,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 03:50:59+00:00,2,3,0.0,0.0,0.0,0.0
