timestamp,src_service,dst_service,network_latency_seconds,payload_size_bytes,edge_request_rate_rps,time,src_id,dst_id,network_latency_seconds_norm,payload_size_bytes_norm,edge_request_rate_rps_norm
1779756703,checkoutservice,cartservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,2,1,0.0,0.0,0.0
1779756703,checkoutservice,currencyservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,2,3,0.0,0.0,0.0
1779756703,checkoutservice,emailservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,2,4,0.0,0.0,0.0
1779756703,checkoutservice,paymentservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,2,6,0.0,0.0,0.0
1779756703,checkoutservice,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,2,7,0.0,0.0,0.0
1779756703,checkoutservice,shippingservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,2,9,0.0,0.0,0.0
1779756703,frontend,adservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,0,0.0,0.0,0.0
1779756703,frontend,cartservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,1,0.0,0.0,0.0
1779756703,frontend,checkoutservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,2,0.0,0.0,0.0
1779756703,frontend,currencyservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,3,0.0,0.0,0.0
1779756703,frontend,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,7,0.0,0.0,0.0
1779756703,frontend,recommendationservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,8,0.0,0.0,0.0
1779756703,frontend,shippingservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,5,9,0.0,0.0,0.0
1779756703,recommendationservice,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:51:43+00:00,8,7,0.0,0.0,0.0
1779756718,checkoutservice,cartservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,2,1,0.0,0.0,0.0
1779756718,checkoutservice,currencyservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,2,3,0.0,0.0,0.0
1779756718,checkoutservice,emailservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,2,4,0.0,0.0,0.0
1779756718,checkoutservice,paymentservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,2,6,0.0,0.0,0.0
1779756718,checkoutservice,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,2,7,0.0,0.0,0.0
1779756718,checkoutservice,shippingservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,2,9,0.0,0.0,0.0
1779756718,frontend,adservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,0,0.0,0.0,0.0
1779756718,frontend,cartservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,1,0.0,0.0,0.0
1779756718,frontend,checkoutservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,2,0.0,0.0,0.0
1779756718,frontend,currencyservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,3,0.0,0.0,0.0
1779756718,frontend,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,7,0.0,0.0,0.0
1779756718,frontend,recommendationservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,8,0.0,0.0,0.0
1779756718,frontend,shippingservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,5,9,0.0,0.0,0.0
1779756718,recommendationservice,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:51:58+00:00,8,7,0.0,0.0,0.0
1779756733,checkoutservice,cartservice,0.0,0.0,0.0,2026-05-26 00:52:13+00:00,2,1,0.0,0.0,0.0
1779756733,checkoutservice,currencyservice,0.0,0.0,0.0,2026-05-26 00:52:13+00:00,2,3,0.0,0.0,0.0
1779756733,checkoutservice,emailservice,0.0,0.0,0.0,2026-05-26 00:52:13+00:00,2,4,0.0,0.0,0.0
1779756733,checkoutservice,paymentservice,0.0,0.0,0.0,2026-05-26 00:52:13+00:00,2,6,0.0,0.0,0.0
1779756733,checkoutservice,productcatalogservice,0.0,0.0,0.0,2026-05-26 00:52:13+00:00,2,7,0.0,0.0,0.0
