timestamp,phase,error_injected,load_level,group,service,r_old,r_new,action,effective_delta,cpu_before,rps_before,err_before,lat_before,cpu_after,rps_after,err_after,lat_after
1782114461,normal,0,80,leaf,adservice,1,2,1,1,26.18270148815582,35.66666666666667,0,0.008183333333333343,123.49819467491065,31.43137777777778,0,0.09860026259821485
1782114461,normal,0,80,leaf,emailservice,1,2,1,1,5.170524134384941,2.1999999999999997,0,0.006999999999999986,10.72431840288071,3.3,0,0.00998366365072526
1782114461,normal,0,80,leaf,currencyservice,1,2,1,1,167.77388527718543,258.3333333333333,0,0.005889634146341521,251.53276488186037,259.4,0,0.009685562632696397
1782114461,normal,0,80,leaf,shippingservice,1,2,1,1,8.668369344872938,8.966666666666667,0,0.004989209302325581,13.139361583827082,12.6,0,0.009756250000000001
1782114564,normal,0,80,leaf,adservice,2,1,-1,-1,80.64855174553752,34.2,0,0.009936176470588236,34.64014858760406,34.1,0,0.008666129032258064
1782114564,normal,0,80,leaf,emailservice,2,3,1,1,9.711141873147433,3.2,0,0.008775000000000002,12.324086778522545,2.8666666666666667,0,0.008962499999999998
1782114564,normal,0,80,leaf,currencyservice,2,3,1,1,284.1698239401912,268.540070673734,0,0.00898111370228693,255.02649299741753,263.59999999999997,0,0.008935714285714276
1782114564,normal,0,80,leaf,shippingservice,2,1,-1,-1,16.836844469055425,12.233333333333333,0,0.008110000000000011,8.56614149252085,12.1,0,0.00642000000000002
1782114666,normal,0,80,leaf,adservice,1,2,1,1,33.33594600865534,34.0,0,0.008482352941176444,81.63230755038477,34.40267777777778,0,0.0247381109052467
1782114666,normal,0,80,leaf,emailservice,3,2,-1,-1,12.095739969944049,2.7,0,0.009333333333333329,9.892264306642904,2.9,0,0.009707142857142855
1782114666,normal,0,80,leaf,currencyservice,3,2,-1,-1,267.0276856509176,273.3333333333333,0,0.008900915750915771,238.2905797686097,267.2,0,0.009306079027355627
1782114666,normal,0,80,leaf,shippingservice,1,1,0,0,11.842892820538324,11.3,0,0.004995360501567397,13.037277621522362,13.166666666666666,0,0.009645000000000018
1782114769,normal,0,80,leaf,adservice,2,3,1,1,87.70505264370176,32.266666666666666,0,0.01996521739130442,130.54516699158097,33.524231111111106,0,0.07995722153326017
1782114769,normal,0,80,leaf,emailservice,2,2,0,0,10.846825956772285,3.7,0,0.00952272727272727,9.528650708668744,2.7333333333333334,0,0.00944285714285714
1782114769,normal,0,80,leaf,currencyservice,2,1,-1,-1,265.3312837651913,246.52322946175636,0,0.009369473981733756,148.61831274155577,266.0333333333333,0,0.009437093495934955
1782114769,normal,0,80,leaf,shippingservice,1,2,1,1,13.180617281779,12.533333333333333,0,0.008286363636363628,15.890836263607447,11.7,0,0.008605555555555533
1782114872,normal,0,80,leaf,adservice,3,2,-1,-1,89.56839789277444,34.3,0,0.02089374999999996,87.84769567511697,34.36666666666666,0,0.05866666666666663
1782114872,normal,0,80,leaf,emailservice,2,3,1,1,8.843116763059609,2.8,0,0.009604999999999997,11.843684321834482,2.6999999999999997,0,0.009392857142857142
1782114872,normal,0,80,leaf,currencyservice,1,2,1,1,176.5285770764698,267.96666666666664,0,0.00921296928327646,274.23549531853746,257.4,0,0.009402956624524925
1782114872,normal,0,80,leaf,shippingservice,2,1,-1,-1,10.950181306668716,11.533333333333333,0,0.0071833333333333,11.58484306324756,10.833333333333332,0,0.008330000000000013
1782114974,normal,0,80,leaf,adservice,2,1,-1,-1,55.090164886857366,34.36666666666667,0,0.008746969696969701,42.06852799250282,36.63333333333333,0,0.009163829787234061
1782114974,normal,0,80,leaf,emailservice,3,2,-1,-1,11.994027596149076,2.4,0,0.009375000000000003,8.59655058105235,2.833333333333333,0,0.009560000000000003
1782114974,normal,0,80,leaf,currencyservice,2,3,1,1,208.3999421391748,264.5,0,0.008388770053475937,291.08580831909336,278.96666666666664,0,0.009327609427609442
1782114974,normal,0,80,leaf,shippingservice,1,2,1,1,8.80513837790472,10.5,0,0.007962500000000015,14.357939233163018,12.033333333333333,0,0.004992415902140673
1782115077,normal,0,80,leaf,adservice,1,2,1,1,38.600641815303526,32.83333333333333,0,0.009244444444444467,116.29747837467214,33.83281604251143,0,0.09452211566777297
1782115077,normal,0,80,leaf,emailservice,2,2,0,0,10.78943033140363,3.266823349001567,0,0.00941252328154102,11.442672334312544,3.1,0,0.00949444444444444
1782115077,normal,0,80,leaf,currencyservice,3,4,1,1,285.08773887590945,252.1001566823349,0,0.009139146025834577,306.7477115692077,256.7786091207021,0,0.009480260119635757
1782115077,normal,0,80,leaf,shippingservice,2,1,-1,-1,16.258273394268297,12.8003133646698,0,0.007844514200631142,12.075964384794814,12.599494528689663,0,0.007922267071544947
1782115179,normal,0,80,leaf,adservice,2,2,0,0,85.3990460823253,33.2,0,0.015522727272727185,68.54120768274863,34.9,0,0.055375000000000715
1782115179,normal,0,80,leaf,emailservice,2,2,0,0,5.6726253483664975,2.9333333333333336,0,0.009590909090909087,10.213770608232254,2.466666666666667,0,0.014199999999999952
1782115179,normal,0,80,leaf,currencyservice,4,4,0,0,308.77608154244274,254.99999999999997,0,0.009682142857142853,321.0659766907184,275.03333333333336,0,0.009397268408551068
1782115179,normal,0,80,leaf,shippingservice,1,1,0,0,13.044337049557202,13.633333333333333,0,0.005970000000000006,7.643252904378174,11.133333333333333,0,0.008309999999999988
1782115282,normal,0,80,leaf,adservice,2,1,-1,-1,55.39126099002957,33.06855914896558,0,0.009787297336374536,25.914680109052746,33.56666666666666,0,0.008906249999999965
1782115282,normal,0,80,leaf,emailservice,2,1,-1,-1,8.643429600312817,3.2666666666666666,0,0.010600000000000127,6.06374246471202,3.0,0,0.009487499999999998
1782115282,normal,0,80,leaf,currencyservice,4,4,0,0,298.10403832376136,255.79999999999998,0,0.009480788177339907,293.7917974452502,261.0333333333333,0,0.009150999999999989
1782115282,normal,0,80,leaf,shippingservice,1,2,1,1,9.842155239934705,13.2,0,0.008366666666666672,14.799510521611337,13.133333333333333,0,0.006866666666666646
1782115384,normal,0,80,leaf,adservice,1,2,1,1,36.09615350906612,31.633333333333333,0,0.008941666666666645,127.56557395872464,32.022,0,0.06973232323232319
1782115384,normal,0,80,leaf,emailservice,1,1,0,0,5.504544725815077,2.933333333333333,0,0.00914,6.316141285507047,3.2666666666666666,0,0.017274999999999978
1782115384,normal,0,80,leaf,currencyservice,4,3,-1,-1,286.8134485155222,262.43333333333334,0,0.009351846590909086,223.08249622973707,247.5,0,0.009609914712153523
1782115384,normal,0,80,leaf,shippingservice,2,2,0,0,10.380863867543699,12.533553348000977,0,0.007242807615745786,14.069821507144777,11.666666666666666,0,0.009644444444444424
1782115487,normal,0,80,leaf,adservice,2,1,-1,-1,79.50319825580164,33.93333333333334,0,0.020100000000000003,38.30553489216627,34.4,0,0.009177777777777792
1782115487,normal,0,80,leaf,emailservice,1,2,1,1,6.287961212475483,2.7666666666666666,0,0.009499999999999996,8.169491731344529,2.6333333333333333,0,0.009499999999999996
1782115487,normal,0,80,leaf,currencyservice,3,3,0,0,254.27072448854256,254.23333333333332,0,0.009151261829652995,284.28242222679614,257.1666666666667,0,0.009246928327645051
1782115487,normal,0,80,leaf,shippingservice,2,3,1,1,14.885417540830257,12.466666666666667,0,0.007656250000000007,14.124835960604086,12.3,0,0.008299999999999993
1782115590,normal,0,80,leaf,adservice,1,2,1,1,22.72324300993449,34.3,0,0.00998040540540539,99.91768072183434,34.24624444444444,0,0.024848467051282533
1782115590,normal,0,80,leaf,emailservice,2,3,1,1,10.64450402469459,3.300166683335,0,0.010150719999999896,10.670732314387147,3.7333333333333334,0,0.02083750000000002
1782115590,normal,0,80,leaf,currencyservice,3,4,1,1,237.31294737838223,268.700166683335,0,0.009691497206196246,257.43893729949406,259.2695113007534,0,0.009290772054439945
1782115590,normal,0,80,leaf,shippingservice,3,4,1,1,19.01095823083844,14.067000033336667,0,0.004997590994296052,17.68908190802664,12.6,0,0.0070333333333333385
1782115693,normal,0,80,leaf,adservice,2,1,-1,-1,78.51547576680493,33.36666666666667,0,0.009901010101010108,36.92802328958423,33.666666666666664,0,0.009204000000000004
1782115693,normal,0,80,leaf,emailservice,3,2,-1,-1,9.965123232041558,2.8,0,0.009560000000000003,9.298879350521283,3.3666666666666667,0,0.009722222222222222
1782115693,normal,0,80,leaf,currencyservice,4,3,-1,-1,284.36646668091004,261.59999999999997,0,0.009039843749999995,265.5837648511405,253.93333333333334,0,0.009252560240963853
1782115693,normal,0,80,leaf,shippingservice,4,3,-1,-1,16.10444437222976,11.866666666666667,0,0.007783333333333325,18.370594572562947,12.933333333333334,0,0.005225000000000009
1782115796,normal,0,80,leaf,adservice,1,2,1,1,38.35158883139438,34.03333333333333,0,0.009730232558139528,105.84317807876816,32.91754518518518,0,0.0923744245530956
1782115796,normal,0,80,leaf,emailservice,2,1,-1,-1,8.460828982554181,3.2666666666666666,0,0.009431249999999995,4.974112535161539,3.7,0,0.009495454545454547
1782115796,normal,0,80,leaf,currencyservice,3,4,1,1,233.89373579510863,265.1666666666667,0,0.009321994134897345,280.6770739088371,255.74091851851853,0,0.009078983890434078
1782115796,normal,0,80,leaf,shippingservice,3,2,-1,-1,16.30712875015551,12.133220007555051,0,0.00786669666466682,16.428735842607658,13.733333333333333,0,0.004988373333333334
1782115898,normal,0,80,leaf,adservice,2,2,0,0,79.59428692906941,34.03333333333333,0,0.0165045454545454,59.91958636421825,33.4,0,0.03178571428571418
1782115898,normal,0,80,leaf,emailservice,1,2,1,1,8.073533333067402,3.533333333333333,0,0.009630000000000001,9.381671280430004,3.166666666666667,0,0.00891710395306908
1782115898,normal,0,80,leaf,currencyservice,4,5,1,1,294.86729091260116,261.7,0,0.009734050179211471,265.166063086637,256.7959881481481,0,0.009377756126720215
1782115898,normal,0,80,leaf,shippingservice,2,1,-1,-1,15.256893028490913,13.3,0,0.008426923076923082,9.144878379327135,11.166666666666666,0,0.005649999999999998
1782116001,normal,0,80,leaf,adservice,2,2,0,0,53.64516523163794,33.4,0,0.009633582089552227,63.41740565791024,33.833333333333336,0,0.009781944444444446
1782116001,normal,0,80,leaf,emailservice,2,3,1,1,13.90006832354247,3.333333333333333,0,0.008400000000000008,9.258101877956339,2.466666666666667,0,0.009435714285714282
1782116001,normal,0,80,leaf,currencyservice,5,6,1,1,276.6990465042067,251.73333333333332,0,0.009299172185430462,294.7757898014904,251.86666666666667,0,0.008712195121951222
1782116001,normal,0,80,leaf,shippingservice,1,2,1,1,13.40448647929383,13.566666666666666,0,0.013059999999999914,10.900813825269648,10.1,0,0.007375000000000004
1782116103,normal,0,80,leaf,adservice,2,3,1,1,47.3928171771708,33.666666666666664,0,0.009400980392156854,73.81181591620044,34.766666666666666,0,0.028499999999998964
1782116103,normal,0,80,leaf,emailservice,3,4,1,1,9.827006777732443,3.0666666666666664,0,0.011349999999999855,11.111277408642865,3.333333333333333,0,0.009985
1782116103,normal,0,80,leaf,currencyservice,6,7,1,1,289.63484918465156,261.79819567584383,0,0.008862277225431038,264.9201513532735,268.06306714660263,0,0.009136331502303571
1782116103,normal,0,80,leaf,shippingservice,2,1,-1,-1,7.263698327023649,11.733333333333333,0,0.005733333333333433,11.699265351937248,11.933333333333334,0,0.007693750000000019
1782116206,normal,0,80,leaf,adservice,3,4,1,1,37.73748732004202,34.43333333333334,0,0.00873783783783783,43.138982563209616,33.96666666666667,0,0.008974285714285732
1782116206,normal,0,80,leaf,emailservice,4,5,1,1,6.9723604038900096,3.6999999999999997,0,0.0091,8.947418634602904,2.6666666666666665,0,0.009375000000000003
1782116206,normal,0,80,leaf,currencyservice,7,8,1,1,299.6852528070866,260.9,0,0.008813345864661658,290.59149998584655,254.26666666666665,0,0.008719849246231145
1782116206,normal,0,80,leaf,shippingservice,1,2,1,1,10.222593794546066,13.066666666666666,0,0.005212499999999994,8.234278838747521,10.133333333333333,0,0.006137500000000047
1782116308,normal,0,80,core,paymentservice,1,2,1,1,5.91403499647596,2.7666666666666666,0,0.007825000000000014,5.6799990641954645,2.9333333333333336,0,0.011199999999999872
1782116408,normal,0,80,core,recommendationservice,1,1,0,0,48.22105761989892,21.833333333333332,0,0.02271162790697674,33.26708197318489,21.1,0,0.023555555555555534
