timestamp,src_service,dst_service,network_latency_seconds,payload_size_bytes,edge_request_rate_rps,edge_error_rate_ratio,time,src_id,dst_id,network_latency_seconds_norm,payload_size_bytes_norm,edge_request_rate_rps_norm,edge_error_rate_ratio_norm
1779863675,checkoutservice,cartservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,2,1,0.0,0.0,0.0,0.0
1779863675,checkoutservice,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,2,3,0.0,0.0,0.0,0.0
1779863675,checkoutservice,emailservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,2,4,0.0,0.0,0.0,0.0
1779863675,checkoutservice,paymentservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,2,6,0.0,0.0,0.0,0.0
1779863675,checkoutservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,2,7,0.0,0.0,0.0,0.0
1779863675,checkoutservice,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,2,9,0.0,0.0,0.0,0.0
1779863675,frontend,adservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,0,0.0,0.0,0.0,0.0
1779863675,frontend,cartservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,1,0.0,0.0,0.0,0.0
1779863675,frontend,checkoutservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,2,0.0,0.0,0.0,0.0
1779863675,frontend,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,3,0.0,0.0,0.0,0.0
1779863675,frontend,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,7,0.0,0.0,0.0,0.0
1779863675,frontend,recommendationservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,8,0.0,0.0,0.0,0.0
1779863675,frontend,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,5,9,0.0,0.0,0.0,0.0
1779863675,recommendationservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:35+00:00,8,7,0.0,0.0,0.0,0.0
1779863690,checkoutservice,cartservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,2,1,0.0,0.0,0.0,0.0
1779863690,checkoutservice,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,2,3,0.0,0.0,0.0,0.0
1779863690,checkoutservice,emailservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,2,4,0.0,0.0,0.0,0.0
1779863690,checkoutservice,paymentservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,2,6,0.0,0.0,0.0,0.0
1779863690,checkoutservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,2,7,0.0,0.0,0.0,0.0
1779863690,checkoutservice,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,2,9,0.0,0.0,0.0,0.0
1779863690,frontend,adservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,0,0.0,0.0,0.0,0.0
1779863690,frontend,cartservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,1,0.0,0.0,0.0,0.0
1779863690,frontend,checkoutservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,2,0.0,0.0,0.0,0.0
1779863690,frontend,currencyservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,3,0.0,0.0,0.0,0.0
1779863690,frontend,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,7,0.0,0.0,0.0,0.0
1779863690,frontend,recommendationservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,8,0.0,0.0,0.0,0.0
1779863690,frontend,shippingservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,5,9,0.0,0.0,0.0,0.0
1779863690,recommendationservice,productcatalogservice,0.0,0.0,0.0,0.0,2026-05-27 06:34:50+00:00,8,7,0.0,0.0,0.0,0.0
