timestamp,src_service,dst_service,network_latency_seconds,payload_size_bytes,edge_request_rate_rps,time,src_id,dst_id,network_latency_seconds_norm,payload_size_bytes_norm,edge_request_rate_rps_norm
1779691678,checkoutservice,cartservice,0.013899999999999935,187.10555555555555,1.5999999999999999,2026-05-25 06:47:58+00:00,2,1,0.03025015974864427,0.0013727124094178253,0.001894733103435949
1779691678,checkoutservice,currencyservice,0.008350000000000019,228.99999999999997,1.9999999999999998,2026-05-25 06:47:58+00:00,2,3,0.01817185855404183,0.0016800738001782342,0.002368416379294936
1779691678,checkoutservice,emailservice,0.0081000633291114,151.80485041737958,0.7777511128887704,2026-05-25 06:47:58+00:00,2,4,0.017627928753939304,0.0011137264276253945,0.0009210192373903146
1779691678,checkoutservice,paymentservice,0.009619999999999997,113.50555555555555,0.7555555555555555,2026-05-25 06:47:58+00:00,2,6,0.020935722070644543,0.0008327410919806284,0.0008947350766225316
1779691678,checkoutservice,productcatalogservice,0.00495578947368421,235.68888888888887,1.2444444444444445,2026-05-25 06:47:58+00:00,2,7,0.01078513836399984,0.001729147280416337,0.001473681302672405
1779691678,checkoutservice,shippingservice,0.008766666666666664,193.55555555555554,1.5999999999999999,2026-05-25 06:47:58+00:00,2,9,0.01907863792300594,0.0014200332653617098,0.001894733103435949
1779691678,frontend,adservice,0.009391304347826085,890.3166666666666,6.199999999999999,2026-05-25 06:47:58+00:00,5,0,0.020438018472653086,0.006531867709732249,0.0073420907758143025
1779691678,frontend,cartservice,0.01812999999999999,1196.8833333333332,10.31111111111111,2026-05-25 06:47:58+00:00,5,1,0.039455783902368556,0.0087810145423726,0.012210502222142783
1779691678,frontend,checkoutservice,0.09894117647058823,192.2222222222222,0.7555555555555555,2026-05-25 06:47:58+00:00,5,2,0.21532276215497206,0.0014102511762777027,0.0008947350766225316
1779691678,frontend,currencyservice,0.009620798319327729,5829.916666666666,53.68888888888888,2026-05-25 06:47:58+00:00,5,3,0.020937459429435503,0.04277157313925367,0.06357882191529518
1779691678,frontend,productcatalogservice,0.00764487179487182,8884.555555555555,41.266666666666666,2026-05-25 06:47:58+00:00,5,7,0.01663730885271788,0.06518213543719155,0.048868324626118856
1779691678,frontend,recommendationservice,0.02446521739130435,843.8555555555555,5.9111111111111105,2026-05-25 06:47:58+00:00,5,8,0.053242930530379144,0.006191002663859115,0.006999986187693923
1779691678,frontend,shippingservice,0.007024999999999984,289.6111111111111,2.711111111111111,2026-05-25 06:47:58+00:00,5,9,0.015288300160735721,0.0021247512664553945,0.0032105199808220245
1779691678,recommendationservice,productcatalogservice,0.006712500000000016,4632.716666666666,5.866666666666666,2026-05-25 06:47:58+00:00,8,7,0.01460821563401267,0.03398823535072362,0.00694735471259848
1779691693,checkoutservice,cartservice,0.016599999999999945,153.12777777777777,1.2,2026-05-25 06:48:13+00:00,2,1,0.03612609005953205,0.0011234321725937086,0.0014210498275769618
1779691693,checkoutservice,currencyservice,0.007925000000000008,207.0888888888889,1.8888888888888888,2026-05-25 06:48:13+00:00,2,3,0.01724694359769836,0.0015193214695643832,0.002236837691556329
1779691693,checkoutservice,emailservice,0.004959999999999999,132.92222222222222,0.6444444444444444,2026-05-25 06:48:13+00:00,2,4,0.01079430160814937,0.0009751927642664832,0.000763156388883924
1779691693,checkoutservice,paymentservice,0.00973,87.07222222222221,0.6222222222222222,2026-05-25 06:48:13+00:00,2,6,0.02117511182405109,0.000638811175890186,0.0007368406513362025
1779691693,checkoutservice,productcatalogservice,0.004953332740688062,192.39764012673575,1.1111975443093618,2026-05-25 06:48:13+00:00,2,7,0.010779791848489532,0.0014115381414543638,0.0013158892322873018
1779691693,checkoutservice,shippingservice,0.009083333333333343,152.5388888888889,1.2,2026-05-25 06:48:13+00:00,2,9,0.01976779024341873,0.0011191117499149388,0.0014210498275769618
1779691693,frontend,adservice,0.009427083333333336,878.8166666666666,6.066666666666666,2026-05-25 06:48:13+00:00,5,0,0.020515883222814148,0.0064474971913826866,0.007184196350527974
1779691693,frontend,cartservice,0.016056249999999977,1264.3166666666666,10.577777777777776,2026-05-25 06:48:13+00:00,5,1,0.034942742983033896,0.009275743697796265,0.01252629107271544
1779691693,frontend,checkoutservice,0.098875,140.61111111111111,0.6222222222222222,2026-05-25 06:48:13+00:00,5,2,0.21517874425519543,0.0010316028113175914,0.0007368406513362025
1779691693,frontend,currencyservice,0.009671491228070171,5751.7555555555555,52.755555555555546,2026-05-25 06:48:13+00:00,5,3,0.02104778091055653,0.042198138925408274,0.06247356093829087
1779691693,frontend,productcatalogservice,0.00740399547713286,9098.42959633227,41.46988543896951,2026-05-25 06:48:13+00:00,5,7,0.01611309683176329,0.06675123662691736,0.04910897796056999
1779691693,frontend,recommendationservice,0.024428571428571424,831.1833333333332,5.777777777777777,2026-05-25 06:48:13+00:00,5,8,0.053163179003270236,0.00609803205885653,0.0068420917624075935
